"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Coordination Challenges in Large-Scale Software Development: A Case Study of Planning Misalignment in Hybrid Settings","S. Bick; K. Spohrer; R. Hoda; A. Scheerer; A. Heinzl","SAP SE, Walldorf, Germany; University of Mannheim, Mannheim, Germany; University of Auckland, Auckland, New Zealand; SAP SE, Walldorf, Germany; University of Mannheim, Mannheim, Germany","IEEE Transactions on Software Engineering","","2018","44","10","932","950","Achieving effective inter-team coordination is one of the most pressing challenges in large-scale software development. Hybrid approaches of traditional and agile development promise combining the overview and predictability of long-term planning on an inter-team level with the flexibility and adaptability of agile development on a team level. It is currently unclear, however, why such hybrids often fail. Our case study within a large software development unit of 13 teams at a global enterprise software company explores how and why a combination of traditional planning on an inter-team level and agile development on a team level can result in ineffective coordination. Based on a variety of data, including interviews with scrum masters, product owners, architects and senior management, and using Grounded Theory data analysis procedures, we identify a lack of dependency awareness across development teams as a key explanation of ineffective coordination. Our findings show how a lack of dependency awareness emerges from misaligned planning activities of specification, prioritization, estimation and allocation between agile team and traditional inter-team levels and ultimately prevents effective coordination. Knowing about these issues, large-scale hybrid projects in similar contexts can try to better align their planning activities across levels to improve dependency awareness and in turn achieve more effective coordination.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2730870","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7990187","Large-scale software development;agile;hybrid;inter-team coordination;dependency awareness;planning alignment;information systems development","Software;Planning;Agile software development;Companies;Task analysis;Interviews","data analysis;project management;software development management;software prototyping;team working","large-scale software development;agile development;long-term planning;inter-team level;software development unit;global enterprise software company;ineffective coordination;agile team;large-scale hybrid projects;coordination challenges;planning misalignment;hybrid settings;effective inter-team coordination;pressing challenges;scrum masters;product owners;architects;senior management;grounded theory data analysis procedures","","1","","97","","","","","","IEEE","IEEE Journals & Magazines"
"A Comparison of Six UML-Based Languages for Software Process Modeling","R. Bendraou; J. Jezequel; M. Gervais; X. Blanc","University of Pierre and Marie Curie (UPMC), Paris; IRISA, INRIA-Rennes Bretagne Atlantique, Rennes; University of Paris Ouest Nanterre La Défense, Paris; University of Pierre and Marie Curie (UPMC), Paris","IEEE Transactions on Software Engineering","","2010","36","5","662","675","Describing and managing activities, resources, and constraints of software development processes is a challenging goal for many organizations. A first generation of Software Process Modeling Languages (SPMLs) appeared in the 1990s but failed to gain broad industrial support. Recently, however, a second generation of SPMLs has appeared, leveraging the strong industrial interest for modeling languages such as UML. In this paper, we propose a comparison of these UML-based SPMLs. While not exhaustive, this comparison concentrates on SPMLs most representative of the various alternative approaches, ranging from UML-based framework specializations to full-blown executable metamodeling approaches. To support the comparison of these various approaches, we propose a frame gathering a set of requirements for process modeling, such as semantic richness, modularity, executability, conformity to the UML standard, and formality. Beyond discussing the relative merits of these approaches, we also evaluate the overall suitability of these UML-based SPMLs for software process modeling. Finally, we discuss the impact of these approaches on the current state of the practice, and conclude with lessons we have learned in doing this comparison.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2009.85","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5593045","Metamodeling;process modeling and execution;software process modeling languages;UML.","Unified modeling language;Software;Object oriented modeling;Analytical models;Semantics;Programming;Computational modeling","software engineering;Unified Modeling Language","UML based language;software development process;software process modeling language;UML based SPML;metamodeling approach","","37","","78","","","","","","IEEE","IEEE Journals & Magazines"
"An Observe-Model-Exercise* Paradigm to Test Event-Driven Systems with Undetermined Input Spaces","B. N. Nguyen; A. M. Memon","Department of Computer Science, University of Maryland, College Park; Department of Computer Science, University of Maryland, College Park","IEEE Transactions on Software Engineering","","2014","40","3","216","234","System testing of software applications with a graphical-user interface (GUI) front-end requires that sequences of GUI events, that sample the application's input space, be generated and executed as test cases on the GUI. However, the context-sensitive behavior of the GUI of most of today's non-trivial software applications makes it practically impossible to fully determine the software's input space. Consequently, GUI testers-both automated and manual-working with undetermined input spaces are, in some sense, blindly navigating the GUI, unknowingly missing allowable event sequences, and failing to realize that the GUI implementation may allow the execution of some disallowed sequences. In this paper, we develop a new paradigm for GUI testing, one that we call Observe-Model-Exercise* (OME*) to tackle the challenges of testing context-sensitive GUIs with undetermined input spaces. Starting with an incomplete model of the GUI's input space, a set of coverage elements to test, and test cases, OME* iteratively observes the existence of new events during execution of the test cases, expands the model of the GUI's input space, computes new coverage elements, and obtains new test cases to exercise the new elements. Our experiment with 8 open-source software subjects, more than 500,000 test cases running for almost 1,100 machine-days, shows that OME* is able to expand the test space on average by 464.11 percent; it detected 34 faults that had never been detected before.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2014.2300857","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6714448","Test generation;user interfaces;quality concepts","Graphical user interfaces;Computational modeling;Blogs;Testing;Software;Context;Layout","graphical user interfaces;program testing;public domain software","observe-model-exercise paradigm;test event-driven system;undetermined input spaces;software system testing;graphical-user interface front-end;GUI context-sensitive behavior;open-source software subjects;test generation","","17","","44","","","","","","IEEE","IEEE Journals & Magazines"
"Comparing Semi-Automated Clustering Methods for Persona Development","J. Brickey; S. Walczak; T. Burgess","US Army, Combating Terrorism Center, West Point; University of Colorado Denver, Denver; United States Military Academy, West Point","IEEE Transactions on Software Engineering","","2012","38","3","537","546","Current and future information systems require a better understanding of the interactions between users and systems in order to improve system use and, ultimately, success. The use of personas as design tools is becoming more widespread as researchers and practitioners discover its benefits. This paper presents an empirical study comparing the performance of existing qualitative and quantitative clustering techniques for the task of identifying personas and grouping system users into those personas. A method based on Factor (Principal Components) Analysis performs better than two other methods which use Latent Semantic Analysis and Cluster Analysis as measured by similarity to expert manually defined clusters.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.60","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5928355","Clustering;interaction styles;personas;user-centered design;user interfaces.","Manuals;Clustering methods;Principal component analysis;Software;Interviews;Humans;Organizations","information systems;pattern clustering;principal component analysis","semi-automated clustering methods;persona development;information systems;design tools;quantitative clustering techniques;qualitative clustering techniques;principal components analysis;latent semantic analysis","","4","","47","","","","","","IEEE","IEEE Journals & Magazines"
"An efficient distributed deadlock avoidance algorithm for the AND model","Hui Wu; Wei-Ngan Chin; J. Jaffar","Sch. of Comput., Nat. Univ. of Singapore, Singapore; NA; NA","IEEE Transactions on Software Engineering","","2002","28","1","18","29","A new rank-based distributed deadlock avoidance algorithm for the AND resource request model is presented. Deadlocks are avoided by dynamically maintaining an invariant Con(WFG): For each pair of processes p/sub i/ and p/sub j/, p/sub i/ is allowed to wait for process p/sub j/ iff the rank of p/sub j/ is greater than that of p/sub i/ for the WFG (Wait-For Graph). Our algorithm neither restricts the order of resource requests nor needs a priori information about resource requests nor causes unnecessary abortion of processes. Multidimensional ranks, which are partially ordered and dynamically modified are used to drastically reduce the cost of maintaining Con(WFG). Our simulation results show that the performance of our algorithm is better than that of existing algorithms.","0098-5589;1939-3520;2326-3881","","10.1109/32.979987","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=979987","","System recovery","concurrency control;resource allocation;processor scheduling;distributed algorithms;graph theory","distributed deadlock avoidance algorithm;partially ordered rank;AND resource request model;invariant;WFG;Wait-For Graph;unnecessary process abortion;multidimensional ranks;partially ordered ranks;dynamically modified ranks;concurrency control","","8","","32","","","","","","IEEE","IEEE Journals & Magazines"
"Stack and queue integrity on hostile platforms","P. T. Devanbu; S. G. Stubblebine","Dept. of Comput. Sci., California Univ., Davis, CA, USA; NA","IEEE Transactions on Software Engineering","","2002","28","1","100","108","When computationally intensive tasks have to be carried out on trusted, but limited platforms such as smart cards, it becomes necessary to compensate for the limited resources (memory, CPU speed) by off-loading implementations of data structures onto an available (but insecure, untrusted) fast coprocessor. However, data structures such as stacks, queues, RAMs, and hash tables can be corrupted (and made to behave incorrectly) by a potentially hostile implementation platform or by an adversary knowing or choosing data structure operations. The paper examines approaches that can detect violations of data structure invariants, while placing limited demands on the resources of the secure computing platform.","0098-5589;1939-3520;2326-3881","","10.1109/32.979991","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=979991","","Data structures;Smart cards;Random access memory;Coprocessors","data integrity;data structures;security of data","queue integrity;stack integrity;computationally intensive tasks;smart cards;data structures;fast coprocessor;hash tables;hostile implementation platform;secure computing platform;security;software protection","","7","","17","","","","","","IEEE","IEEE Journals & Magazines"
"Approximate Structural Context Matching: An Approach to Recommend Relevant Examples","R. Holmes; R. J. Walker; G. C. Murphy","Department of Computer Science, University of Calgary, 2500 University Dr. NW, Calgary, Alberta, Canada T2N 1N4; Department of Computer Science, University of Calgary, 2500 University Dr. NW, Calgary, Alberta, Canada T2N 1N4; Department of Computer Science, University of British Columbia, 201-2366 Main Mall, Vancouver, British Columbia, Canada V6T 1Z4","IEEE Transactions on Software Engineering","","2006","32","12","952","970","When coding to an application programming interface (API), developers often encounter difficulties, unsure of which class to subclass, which objects to instantiate, and which methods to call. Example source code that demonstrates the use of the API can help developers make progress on their task. This paper describes an approach to provide such examples in which the structure of the source code that the developer is writing is matched heuristically to a repository of source code that uses the API. The structural context needed to query the repository is extracted automatically from the code, freeing the developer from learning a query language or from writing their code in a particular style. The repository is generated automatically from existing applications, avoiding the need for handcrafted examples. We demonstrate that the approach is effective, efficient, and more reliable than traditional alternatives through four empirical studies","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2006.117","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4016572","API usage;structural context;heuristic search;Strathcona;example recommendation.","Application software;Database languages;Writing;Computer Society;Software libraries;Protocols;Documentation;Investments;Code standards;Standards development","application program interfaces;pattern matching;query languages","approximate structural context matching;application programming interface;source code structure;query language","","66","","22","","","","","","IEEE","IEEE Journals & Magazines"
"DECOR: A Method for the Specification and Detection of Code and Design Smells","N. Moha; Y. Gueheneuc; L. Duchien; A. Le Meur","INRIA, IRISA, Universit&#x0E9; de Rennes 1, France; &#x0C9;cole Polytechnique de Montr&#x0E9;al, Qu&#x0E9;bec; LIFL, INRIA Lille-Nord Europe, Universit&#x0E9; de Lille, France; LIFL, INRIA Lille-Nord Europe, Universit&#x0E9; de Lille, France","IEEE Transactions on Software Engineering","","2010","36","1","20","36","Code and design smells are poor solutions to recurring implementation and design problems. They may hinder the evolution of a system by making it hard for software engineers to carry out changes. We propose three contributions to the research field related to code and design smells: (1) DECOR, a method that embodies and defines all the steps necessary for the specification and detection of code and design smells, (2) DETEX, a detection technique that instantiates this method, and (3) an empirical validation in terms of precision and recall of DETEX. The originality of DETEX stems from the ability for software engineers to specify smells at a high level of abstraction using a consistent vocabulary and domain-specific language for automatically generating detection algorithms. Using DETEX, we specify four well-known design smells: the antipatterns Blob, Functional Decomposition, Spaghetti Code, and Swiss Army Knife, and their 15 underlying code smells, and we automatically generate their detection algorithms. We apply and validate the detection algorithms in terms of precision and recall on XERCES v2.7.0, and discuss the precision of these algorithms on 11 open-source systems.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2009.50","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5196681","Antipatterns;design smells;code smells;specification;metamodeling;detection;Java.","Detection algorithms;Vocabulary;Domain specific languages;Algorithm design and analysis;Metamodeling;Java;Design engineering;Object oriented programming;Phase detection;Costs","formal specification;program verification;software quality","code specification;code detection;design smells;DECOR;DETEX;antipatterns Blob;functional decomposition;Spaghetti code;Swiss army knife;empirical validation;domain-specific language;open-source systems","","246","","66","","","","","","IEEE","IEEE Journals & Magazines"
"Comments on ScottKnottESD in response to ""An empirical comparison of model validation techniques for defect prediction models""","S. Herbold","Institute of Computer Science, University of Goettingen, Goettingen, Germany","IEEE Transactions on Software Engineering","","2017","43","11","1091","1094","In this article, we discuss the ScottKnottESD test, which was proposed in a recent paper “An Empirical Comparison of Model Validation Techniques for Defect Prediction Models” that was published in this journal. We discuss the implications and the empirical impact of the proposed normality correction of ScottKnottESD and come to the conclusion that this correction does not necessarily lead to the fulfillment of the assumptions of the original Scott-Knott test and may cause problems with the statistical analysis.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2748129","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8024011","Scott-knott test, log transformation, statistics","Analysis of variance;Measurement;Distributed databases;Predictive models;Sociology","program testing;software metrics;statistical analysis","model validation techniques;defect prediction models;ScottKnottESD test;empirical impact;statistical analysis","","","","23","","Traditional","","","","IEEE","IEEE Journals & Magazines"
"A Game-Theoretic Foundation for the Maximum Software Resilience against Dense Errors","C. Huang; D. A. Peled; S. Schewe; F. Wang","Graduate Institute of Electronic Engineering, National Taiwan University, Taiwan, ROC; Department of Computer Science, Bar Ilan University, Ramat Gan, Israel; Department of Computer Science, University of Liverpool, Liverpool, United Kingdom; Department of Electrical Engineering, National Taiwan University, Taiwan, ROC","IEEE Transactions on Software Engineering","","2016","42","7","605","622","Safety-critical systems need to maintain their functionality in the presence of multiple errors caused by component failures or disastrous environment events. We propose a game-theoretic foundation for synthesizing control strategies that maximize the resilience of a software system in defense against a realistic error model. The new control objective of such a game is called<inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives><inline-graphic xlink:href=""wang-ieq1-2510001.gif"" xlink:type=""simple"" xmlns:xlink=""http://www.w3.org/1999/xlink""/></alternatives></inline-formula>-resilience. In order to be<inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives><inline-graphic xlink:href=""wang-ieq2-2510001.gif"" xlink:type=""simple"" xmlns:xlink=""http://www.w3.org/1999/xlink""/></alternatives></inline-formula>-resilient, a system needs to rapidly recover from infinitely many waves of a small number of up to<inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives><inline-graphic xlink:href=""wang-ieq3-2510001.gif"" xlink:type=""simple"" xmlns:xlink=""http://www.w3.org/1999/xlink""/></alternatives></inline-formula>close errors provided that the blocks of up to<inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives><inline-graphic xlink:href=""wang-ieq4-2510001.gif"" xlink:type=""simple"" xmlns:xlink=""http://www.w3.org/1999/xlink""/></alternatives></inline-formula>errors are separated by short time intervals, which can be used by the system to recover. We first argue why we believe this to be the right level of abstraction for safety critical systems when local faults are few and far between. We then show how the analysis of<inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives><inline-graphic xlink:href=""wang-ieq5-2510001.gif"" xlink:type=""simple"" xmlns:xlink=""http://www.w3.org/1999/xlink""/></alternatives></inline-formula>-resilience problems can be formulated as a model-checking problem of a mild extension to the alternating-time<inline-formula><tex-math notation=""LaTeX"">$\mu$</tex-math><alternatives><inline-graphic xlink:href=""wang-ieq6-2510001.gif"" xlink:type=""simple"" xmlns:xlink=""http://www.w3.org/1999/xlink""/></alternatives></inline-formula>-calculus (AMC). The witness for<inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives><inline-graphic xlink:href=""wang-ieq7-2510001.gif"" xlink:type=""simple"" xmlns:xlink=""http://www.w3.org/1999/xlink""/></alternatives></inline-formula>resilience, which can be provided by the model checker, can be used for providing control strategies that are optimal with respect to resilience. We show that the computational complexity of constructing such optimal control strategies is low and demonstrate the feasibility of our approach through an implementation and experimental results.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2015.2510001","ISF; Efficient Synthesis Method of Control for Concurrent Systems; Engineering and Physical Science Research Council (EPSRC); MOST; Research Center for Information Technology Innovation (CITI); ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7360234","Fault tolerance;resilience;formal verification;model-checking;game;strategy;complexity","Resilience;Games;Software systems;Safety;Game theory;Computer science","","","","3","","44","","","","","","IEEE","IEEE Journals & Magazines"
"Design and evaluation of a support service for mobile, wireless publish/subscribe applications","M. Caporuscio; A. Carzaniga; A. L. Wolf","Dipt. di Informatica, Universita degli Studi dell'Aquila, L'Aquila, Italy; NA; NA","IEEE Transactions on Software Engineering","","2003","29","12","1059","1071","This paper presents the design and evaluation of a support service for mobile, wireless clients of a distributed publish/subscribe system. A distributed publish/subscribe system is a networked communication infrastructure where messages are published by senders and then delivered to the receivers whose subscriptions match the messages. Communication therefore does not involve the use of explicit addresses, but rather emerges from the dynamic arrangement of publishers and subscribers. Such a communication mechanism is an ideal platform for a variety of Internet applications, including multiparty messaging, personal information management, information sharing, online news distribution, service discovery, and electronic auctions. Our goal is to support such applications on mobile, wireless host devices in such a way that the applications can, if they chose, be oblivious to the mobility and intermittent connectivity of their hosts as they move from one publish/subscribe access point to another. In this paper, we describe a generic, value-added service that can be used in conjunction with publish/subscribe systems to achieve these goals. We detail the implementation of the service and present the results of our evaluation of the service in both wireline and emulated wireless environments.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2003.1265521","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1265521","","Application software;Mobile communication;Mobile computing;Subscriptions;Web and internet services;Information management;Network servers;Switches;Personal digital assistants;Wireless networks","middleware;message passing;mobile computing;wireless LAN;cellular radio;synchronisation","support service;mobile wireless publish/subscribe applications;distributed publish/subscribe system;networked communication infrastructure;Internet applications;multiparty messaging;personal information management;information sharing;online news distribution;service discovery;electronic auctions;mobile wireless host devices;wireline environments;emulated wireless environments","","70","","24","","","","","","IEEE","IEEE Journals & Magazines"
"Evaluating Dynamic Software Update Safety Using Systematic Testing","C. M. Hayden; E. K. Smith; E. A. Hardisty; M. Hicks; J. S. Foster","University of Maryland, College Park, College Park; University of Maryland, College Park, College Park; University of Maryland, College Park, College Park; University of Maryland, College Park, College Park; University of Maryland, College Park, College Park","IEEE Transactions on Software Engineering","","2012","38","6","1340","1354","Dynamic software updating (DSU) systems patch programs on the fly without incurring downtime. To avoid failures due to the updating process itself, many DSU systems employ timing restrictions. However, timing restrictions are theoretically imperfect, and their practical effectiveness is an open question. This paper presents the first significant empirical evaluation of three popular timing restrictions: activeness safety (AS), which prevents updates to active functions, con-freeness safety (CFS), which only allows modifications to active functions when doing so is provably type-safe, and manual identification of the event-handling loops during which an update may occur. We evaluated these timing restrictions using a series of DSU patches to three programs: OpenSSH, vsftpd, and ngIRCd. We systematically applied updates at each distinct update point reached during execution of a suite of system tests for these programs to determine which updates pass and which fail. We found that all three timing restrictions prevented most failures, but only manual identification allowed none. Further, although CFS and AS allowed many more update points, manual identification still supported updates with minimal delay. Finally, we found that manual identification required the least developer effort. Overall, we conclude that manual identification is most effective.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.101","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6035725","Dynamic software updating (DSU);hot-swapping;software reliability;testing;program tracing","Software reliability;Software testing;Servers","program testing;safety-critical software;software fault tolerance;software maintenance","dynamic software updating safety evaluation;systematic testing;DSU systems;timing restrictions;activeness safety;AS;active functions;con-freeness safety;CFS;event-handling loop identification;OpenSSH;vsftpd;ngIRCd;manual identification;failure prevention","","10","","35","","","","","","IEEE","IEEE Journals & Magazines"
"Instance Generator and Problem Representation to Improve Object Oriented Code Coverage","A. Sakti; G. Pesant; Y. Guéhéneuc","Department of Computer and Software Engineering, École Polytechnique de Montral, Montral, QC, Canada; Department of Computer and Software Engineering, École Polytechnique de Montral, Montral, QC, Canada; Department of Computer and Software Engineering, École Polytechnique de Montral, Montral, QC, Canada","IEEE Transactions on Software Engineering","","2015","41","3","294","313","Search-based approaches have been extensively applied to solve the problem of software test-data generation. Yet, test-data generation for object-oriented programming (OOP) is challenging due to the features of OOP, e.g., abstraction, encapsulation, and visibility that prevent direct access to some parts of the source code. To address this problem we present a new automated search-based software test-data generation approach that achieves high code coverage for unit-class testing. We first describe how we structure the test-data generation problem for unit-class testing to generate relevant sequences of method calls. Through a static analysis, we consider only methods or constructors changing the state of the class-under-test or that may reach a test target. Then we introduce a generator of instances of classes that is based on a family of means-of-instantiation including subclasses and external factory methods. It also uses a seeding strategy and a diversification strategy to increase the likelihood to reach a test target. Using a search heuristic to reach all test targets at the same time, we implement our approach in a tool, JTExpert, that we evaluate on more than a hundred Java classes from different open-source libraries. JTExpert gives better results in terms of search time and code coverage than the state of the art, EvoSuite, which uses traditional techniques.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2014.2363479","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6926828","Automatic Test Data Generation;Search Based Software Testing;Unit Class Testing;Seeding Strategy;Diversification Strategy;Java Testing;Automatic test data generation;search based software testing;unit class testing;seeding strategy;diversification strategy;Java testing","Testing;Complexity theory;Generators;Search problems;Java;Production facilities;Libraries","Java;object-oriented programming;program diagnostics;program testing;public domain software","instance generator;problem representation;object oriented code coverage;search-based approach;object-oriented programming;OOP;abstraction;encapsulation;visibility;source code;automated search-based software test-data generation approach;unit-class testing;method call sequences;static analysis;class-under-test;means-of-instantiation;seeding strategy;diversification strategy;search heuristic;JTExpert;Java class evaluation;open-source libraries;search time;EvoSuite","","25","","53","","","","","","IEEE","IEEE Journals & Magazines"
"The Impact of Educational Background on the Effectiveness of Requirements Inspections: An Empirical Study","J. C. Carver; N. Nagappan; A. Page","The University of Alabama, Tuscaloosa; Microsoft Research, Redmond; Microsoft Research, Redmond","IEEE Transactions on Software Engineering","","2008","34","6","800","812","While the inspection of various software artifacts increases the quality of the end product, the effectiveness of an inspection depends largely on the individual inspectors involved. To address that issue, a large-scale controlled inspection experiment with over 70 professionals was conducted at Microsoft Corporation that focused on the relationship between an inspector's background and their effectiveness during a requirements inspection. The results of the study showed that inspectors with university degrees in majors not related to computer science found significantly more defects than those with degrees in computer science majors. We also observed that level of education (Masters, PhD), prior industrial experience or other job related experiences did not significantly impact the effectiveness of an inspector. The only other type of experience that had a significant impact on effectiveness was experience in writing requirements, i.e. professionals with prior experience writing requirements found statistically significant more defects than their counterparts.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2008.49","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4564472","Requirements/Specifications;Software Quality/SQA;Metrics/Measurement;Requirements/Specifications;Software Quality/SQA;Metrics/Measurement","Inspection;Software quality;Computer science;Writing;Bioreactors;Large-scale systems;Computer science education;Software measurement;Programming","formal specification;software quality","software quality;software artifacts;educational background;requirements inspections","","18","","33","","","","","","IEEE","IEEE Journals & Magazines"
"A Formal and Tool-Equipped Approach for the Integration of State Diagrams and Formal Datatypes","C. Attiogbe; P. Poizat; G. Salaun","NA; NA; NA","IEEE Transactions on Software Engineering","","2007","33","3","157","170","Separation of concerns or aspects is a way to deal with the increasing complexity of systems. The separate design of models for different aspects also promotes a better reusability level. However, an important issue is then to define means to integrate them into a global model. We present a formal and tool-equipped approach for the integration of dynamic models (behaviors expressed using state diagrams) and static models (formal data types) with the benefit to share advantages of both: graphical user-friendly models for behaviors, formal and abstract models for data types. Integration is achieved in a generic way so that it can deal with both different static specification languages (algebraic specifications, Z, B) and different dynamic specification semantics","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2007.21","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4084134","Formal methods;languages;integrated environments;state diagrams;specification techniques;operational semantics;tools.","Specification languages;Proposals;Unified modeling language;Software architecture;Concurrent computing;Communication system control;Software engineering;Formal languages","algebraic specification;formal languages;formal verification;programming language semantics;specification languages;visual languages","formal approach;tool-equipped approach;state diagram;formal datatypes;reusability level;graphical user-friendly model;static specification language;algebraic specification;dynamic specification semantics","","4","","40","","","","","","IEEE","IEEE Journals & Magazines"
"Guided Mutation Testing for JavaScript Web Applications","S. Mirshokraie; A. Mesbah; K. Pattabiraman","Department of Electrical and Computer Engineering, University of British Columbia, 2332 Main Mall, Vancouver, BC, Canada; Department of Electrical and Computer Engineering, University of British Columbia, 2332 Main Mall, Vancouver, BC, Canada; Department of Electrical and Computer Engineering, University of British Columbia, 2332 Main Mall, Vancouver, BC, Canada","IEEE Transactions on Software Engineering","","2015","41","5","429","444","Mutation testing is an effective test adequacy assessment technique. However, there is a high computational cost in executing the test suite against a potentially large pool of generated mutants. Moreover, there is much effort involved in filtering out equivalent mutants. Prior work has mainly focused on detecting equivalent mutants after the mutation generation phase, which is computationally expensive and has limited efficiency. We propose an algorithm to select variables and branches for mutation as well as a metric, called FunctionRank, to rank functions according to their relative importance from the application's behaviour point of view. We present a technique that leverages static and dynamic analysis to guide the mutation generation process towards parts of the code that are more likely to influence the program's output. Further, we focus on the JavaScript language, and propose a set of mutation operators that are specific to Web applications. We implement our approach in a tool called MUTANDIS. The results of our empirical evaluation show that (1) more than 93 percent of generated mutants are non-equivalent, and (2) more than 75 percent of the surviving non-equivalent mutants are in the top 30 percent of the ranked functions.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2014.2371458","NSERC; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6960094","mutation testing;JavaScript;equivalent mutants;guided mutation generation;web applications;Mutation testing;JavaScript;equivalent mutants;guided mutation generation;web applications","Testing;Measurement;Heuristic algorithms;Complexity theory;Performance analysis;Instruments;IEEE Computer Society","Java;program diagnostics;program testing","guided mutation testing;JavaScript Web applications;test adequacy assessment technique;computational cost;test suite execution;equivalent mutants;mutation generation phase;variable selection;FunctionRank;function ranking;relative function importance;application behaviour;static analysis;dynamic analysis;program output;mutation operators;nonequivalent mutants;empirical evaluation;MUTANDIS tool;Web applications","","5","","50","","","","","","IEEE","IEEE Journals & Magazines"
